timestamp,value
2014-07-01 00:00:00,9485.5
2014-07-01 00:42:55,6210.0
2014-07-01 01:25:50,4238.0
2014-07-01 02:08:45,2873.0
2014-07-01 02:51:40,2216.5
2014-07-01 03:34:35,2221.0
2014-07-01 04:17:30,2336.5
2014-07-01 05:00:25,4364.0
2014-07-01 05:43:20,6526.0
2014-07-01 06:26:15,12448.0
2014-07-01 07:09:10,15865.0
2014-07-01 07:52:05,19133.0
2014-07-01 08:35:00,19539.0
2014-07-01 09:17:55,19545.5
2014-07-01 10:00:50,17720.0
2014-07-01 10:43:45,17249.0
2014-07-01 11:26:40,18685.5
2014-07-01 12:09:35,18886.0
2014-07-01 12:52:30,18818.5
2014-07-01 13:35:25,19546.0
2014-07-01 14:18:20,19985.5
2014-07-01 15:01:15,18544.0
2014-07-01 15:44:10,16228.0
2014-07-01 16:27:05,16108.0
2014-07-01 17:10:00,19525.0
2014-07-01 17:52:55,25282.0
2014-07-01 18:35:50,26827.0
2014-07-01 19:18:45,23889.5
2014-07-01 20:01:40,20394.0
2014-07-01 20:44:35,23401.0
2014-07-01 21:27:30,23878.5
2014-07-01 22:10:25,21733.0
2014-07-01 22:53:20,18107.5
2014-07-01 23:36:15,13370.0
2014-07-02 00:19:10,8758.0
2014-07-02 01:02:05,5917.0
2014-07-02 01:45:00,4820.0
2014-07-02 02:27:55,3313.5
2014-07-02 03:10:50,2535.0
2014-07-02 03:53:45,2527.5
2014-07-02 04:36:40,2868.0
2014-07-02 05:19:35,5635.0
2014-07-02 06:02:30,11078.0
2014-07-02 06:45:25,13729.0
2014-07-02 07:28:20,17928.0
2014-07-02 08:11:15,19953.0
2014-07-02 08:54:10,19248.0
2014-07-02 09:37:05,17311.0
2014-07-02 10:20:00,17518.5
2014-07-02 11:02:55,18589.0
2014-07-02 11:45:50,19134.0
2014-07-02 12:28:45,18963.0
2014-07-02 13:11:40,19078.0
2014-07-02 13:54:35,18569.5
2014-07-02 14:37:30,17967.0
2014-07-02 15:20:25,15629.0
2014-07-02 16:03:20,13888.0
2014-07-02 16:46:15,17430.0
2014-07-02 17:29:10,22776.0
2014-07-02 18:12:05,24512.0
2014-07-02 18:55:00,25879.5
2014-07-02 19:37:55,22009.0
2014-07-02 20:20:50,19551.5
2014-07-02 21:03:45,22576.0
2014-07-02 21:46:40,22401.0
2014-07-02 22:29:35,18287.0
2014-07-02 23:12:30,15307.0
2014-07-02 23:55:25,11604.0
2014-07-03 00:38:20,8416.0
2014-07-03 01:21:15,6462.0
2014-07-03 02:04:10,4383.0
2014-07-03 02:47:05,3270.0
2014-07-03 03:30:00,3047.0
2014-07-03 04:12:55,3077.0
2014-07-03 04:55:50,3796.0
